haul.id,Year,Month,Day,HaulLat,HaulLong,Stratum,HaulDur,StatRec,Depth,SweepLngt,Netopening,Distance,Warplngt,WarpDia,DoorSurface,DoorWgt,DoorSpread,WingSpread,GroundSpeed,SpecCode,LngtClass,HLNoAtLngt
2013_1_53,2013,2,22,55.661,14.5218,-9,30,40G4,50,95,5.7,2759,310,-9,4.4,720,84,-9,3,161789,125,4
2013_1_53,2013,2,22,55.661,14.5218,-9,30,40G4,50,95,5.7,2759,310,-9,4.4,720,84,-9,3,161789,130,2
2012_1_1,2012,2,17,55.6888,14.4492,-9,30,40G4,47,95,4.6,2722,302,-9,4,590,81,-9,3,161789,70,35.65
2012_1_1,2012,2,17,55.6888,14.4492,-9,30,40G4,47,95,4.6,2722,302,-9,4,590,81,-9,3,161789,80,23.77
2012_1_1,2012,2,17,55.6888,14.4492,-9,30,40G4,47,95,4.6,2722,302,-9,4,590,81,-9,3,161789,85,11.88
2012_1_1,2012,2,17,55.6888,14.4492,-9,30,40G4,47,95,4.6,2722,302,-9,4,590,81,-9,3,161789,90,83.19
2012_1_1,2012,2,17,55.6888,14.4492,-9,30,40G4,47,95,4.6,2722,302,-9,4,590,81,-9,3,161789,95,11.88
2012_1_1,2012,2,17,55.6888,14.4492,-9,30,40G4,47,95,4.6,2722,302,-9,4,590,81,-9,3,161789,100,59.42
2012_1_1,2012,2,17,55.6888,14.4492,-9,30,40G4,47,95,4.6,2722,302,-9,4,590,81,-9,3,161789,105,11.88
2012_1_1,2012,2,17,55.6888,14.4492,-9,30,40G4,47,95,4.6,2722,302,-9,4,590,81,-9,3,161789,110,11.88
2012_1_1,2012,2,17,55.6888,14.4492,-9,30,40G4,47,95,4.6,2722,302,-9,4,590,81,-9,3,161789,115,35.65
2012_1_1,2012,2,17,55.6888,14.4492,-9,30,40G4,47,95,4.6,2722,302,-9,4,590,81,-9,3,161789,120,118.85
2012_1_1,2012,2,17,55.6888,14.4492,-9,30,40G4,47,95,4.6,2722,302,-9,4,590,81,-9,3,161789,125,95.08
2012_1_1,2012,2,17,55.6888,14.4492,-9,30,40G4,47,95,4.6,2722,302,-9,4,590,81,-9,3,161789,130,118.85
2012_1_1,2012,2,17,55.6888,14.4492,-9,30,40G4,47,95,4.6,2722,302,-9,4,590,81,-9,3,161789,135,11.88
2012_1_1,2012,2,17,55.6888,14.4492,-9,30,40G4,47,95,4.6,2722,302,-9,4,590,81,-9,3,161789,145,11.88
2014_1_104,2014,2,13,55.6553,14.6573,-9,28,40G4,59,75,5,2574,354,-9,4.4,720,85,-9,3,161789,90,24.09
2014_1_104,2014,2,13,55.6553,14.6573,-9,28,40G4,59,75,5,2574,354,-9,4.4,720,85,-9,3,161789,95,12.05
2014_1_104,2014,2,13,55.6553,14.6573,-9,28,40G4,59,75,5,2574,354,-9,4.4,720,85,-9,3,161789,100,12.05
2014_1_104,2014,2,13,55.6553,14.6573,-9,28,40G4,59,75,5,2574,354,-9,4.4,720,85,-9,3,161789,125,36.14
2014_1_104,2014,2,13,55.6553,14.6573,-9,28,40G4,59,75,5,2574,354,-9,4.4,720,85,-9,3,161789,130,24.09
2014_1_104,2014,2,13,55.6553,14.6573,-9,28,40G4,59,75,5,2574,354,-9,4.4,720,85,-9,3,161789,135,12.05
2014_1_104,2014,2,13,55.6553,14.6573,-9,28,40G4,59,75,5,2574,354,-9,4.4,720,85,-9,3,161789,140,36.14
2014_1_104,2014,2,13,55.6553,14.6573,-9,28,40G4,59,75,5,2574,354,-9,4.4,720,85,-9,3,161789,145,36.14
2012_1_2,2012,2,17,55.72,14.3372,-9,30,40G4,33,95,4.9,2722,270,-9,4,590,68,-9,3,161789,80,2
2013_1_54,2013,2,22,55.6843,14.503,-9,30,40G4,47,95,6.1,2759,310,-9,4.4,720,77,-9,3,161789,100,2
2013_1_55,2013,2,22,55.7088,14.4152,-9,30,40G4,38,95,6.6,2797,265,-9,4.4,720,66,-9,3,161789,85,2
2013_1_55,2013,2,22,55.7088,14.4152,-9,30,40G4,38,95,6.6,2797,265,-9,4.4,720,66,-9,3,161789,130,2
2012_1_3,2012,2,17,55.7082,14.4133,-9,30,40G4,37,95,4.7,2741,270,-9,4,590,68,-9,3,161789,60,2
2012_1_3,2012,2,17,55.7082,14.4133,-9,30,40G4,37,95,4.7,2741,270,-9,4,590,68,-9,3,161789,70,4
2012_1_3,2012,2,17,55.7082,14.4133,-9,30,40G4,37,95,4.7,2741,270,-9,4,590,68,-9,3,161789,80,2
2012_1_3,2012,2,17,55.7082,14.4133,-9,30,40G4,37,95,4.7,2741,270,-9,4,590,68,-9,3,161789,85,2
2012_1_3,2012,2,17,55.7082,14.4133,-9,30,40G4,37,95,4.7,2741,270,-9,4,590,68,-9,3,161789,90,2
2014_1_105,2014,2,13,55.6128,14.6047,-9,30,40G4,64,75,4.4,2741,372,-9,4.4,720,86,-9,3,161789,85,11.83
2014_1_105,2014,2,13,55.6128,14.6047,-9,30,40G4,64,75,4.4,2741,372,-9,4.4,720,86,-9,3,161789,95,5.92
2014_1_105,2014,2,13,55.6128,14.6047,-9,30,40G4,64,75,4.4,2741,372,-9,4.4,720,86,-9,3,161789,115,5.92
2014_1_105,2014,2,13,55.6128,14.6047,-9,30,40G4,64,75,4.4,2741,372,-9,4.4,720,86,-9,3,161789,120,17.75
2014_1_105,2014,2,13,55.6128,14.6047,-9,30,40G4,64,75,4.4,2741,372,-9,4.4,720,86,-9,3,161789,125,11.83
2014_1_105,2014,2,13,55.6128,14.6047,-9,30,40G4,64,75,4.4,2741,372,-9,4.4,720,86,-9,3,161789,130,35.5
2014_1_105,2014,2,13,55.6128,14.6047,-9,30,40G4,64,75,4.4,2741,372,-9,4.4,720,86,-9,3,161789,135,47.34
2014_1_105,2014,2,13,55.6128,14.6047,-9,30,40G4,64,75,4.4,2741,372,-9,4.4,720,86,-9,3,161789,140,35.5
2014_1_105,2014,2,13,55.6128,14.6047,-9,30,40G4,64,75,4.4,2741,372,-9,4.4,720,86,-9,3,161789,145,11.83
2012_1_4,2012,2,17,55.6472,14.6838,-9,30,40G4,60,95,4.6,2834,360,-9,4,590,81,-9,3,161789,80,339.89
2012_1_4,2012,2,17,55.6472,14.6838,-9,30,40G4,60,95,4.6,2834,360,-9,4,590,81,-9,3,161789,85,135.96
2012_1_4,2012,2,17,55.6472,14.6838,-9,30,40G4,60,95,4.6,2834,360,-9,4,590,81,-9,3,161789,90,475.84
2012_1_4,2012,2,17,55.6472,14.6838,-9,30,40G4,60,95,4.6,2834,360,-9,4,590,81,-9,3,161789,95,815.73
2012_1_4,2012,2,17,55.6472,14.6838,-9,30,40G4,60,95,4.6,2834,360,-9,4,590,81,-9,3,161789,100,339.89
2012_1_4,2012,2,17,55.6472,14.6838,-9,30,40G4,60,95,4.6,2834,360,-9,4,590,81,-9,3,161789,105,135.96
2012_1_4,2012,2,17,55.6472,14.6838,-9,30,40G4,60,95,4.6,2834,360,-9,4,590,81,-9,3,161789,110,271.91
2012_1_4,2012,2,17,55.6472,14.6838,-9,30,40G4,60,95,4.6,2834,360,-9,4,590,81,-9,3,161789,115,475.84
2012_1_4,2012,2,17,55.6472,14.6838,-9,30,40G4,60,95,4.6,2834,360,-9,4,590,81,-9,3,161789,120,2311.24
2012_1_4,2012,2,17,55.6472,14.6838,-9,30,40G4,60,95,4.6,2834,360,-9,4,590,81,-9,3,161789,125,1971.36
2012_1_4,2012,2,17,55.6472,14.6838,-9,30,40G4,60,95,4.6,2834,360,-9,4,590,81,-9,3,161789,130,1291.58
2012_1_4,2012,2,17,55.6472,14.6838,-9,30,40G4,60,95,4.6,2834,360,-9,4,590,81,-9,3,161789,135,883.71
2012_1_4,2012,2,17,55.6472,14.6838,-9,30,40G4,60,95,4.6,2834,360,-9,4,590,81,-9,3,161789,140,271.91
2012_1_4,2012,2,17,55.6472,14.6838,-9,30,40G4,60,95,4.6,2834,360,-9,4,590,81,-9,3,161789,145,271.91
2012_1_4,2012,2,17,55.6472,14.6838,-9,30,40G4,60,95,4.6,2834,360,-9,4,590,81,-9,3,161789,150,271.91
2013_1_56,2013,2,22,55.8213,15.3207,-9,30,40G5,55,95,5.1,2704,340,-9,4.4,720,88,-9,3,161789,75,144.56
2013_1_56,2013,2,22,55.8213,15.3207,-9,30,40G5,55,95,5.1,2704,340,-9,4.4,720,88,-9,3,161789,80,289.12
2013_1_56,2013,2,22,55.8213,15.3207,-9,30,40G5,55,95,5.1,2704,340,-9,4.4,720,88,-9,3,161789,85,795.07
2013_1_56,2013,2,22,55.8213,15.3207,-9,30,40G5,55,95,5.1,2704,340,-9,4.4,720,88,-9,3,161789,90,289.12
2013_1_56,2013,2,22,55.8213,15.3207,-9,30,40G5,55,95,5.1,2704,340,-9,4.4,720,88,-9,3,161789,95,289.12
2013_1_56,2013,2,22,55.8213,15.3207,-9,30,40G5,55,95,5.1,2704,340,-9,4.4,720,88,-9,3,161789,100,216.84
2013_1_56,2013,2,22,55.8213,15.3207,-9,30,40G5,55,95,5.1,2704,340,-9,4.4,720,88,-9,3,161789,105,216.84
2013_1_56,2013,2,22,55.8213,15.3207,-9,30,40G5,55,95,5.1,2704,340,-9,4.4,720,88,-9,3,161789,110,650.51
2013_1_56,2013,2,22,55.8213,15.3207,-9,30,40G5,55,95,5.1,2704,340,-9,4.4,720,88,-9,3,161789,115,433.67
2013_1_56,2013,2,22,55.8213,15.3207,-9,30,40G5,55,95,5.1,2704,340,-9,4.4,720,88,-9,3,161789,120,722.79
2013_1_56,2013,2,22,55.8213,15.3207,-9,30,40G5,55,95,5.1,2704,340,-9,4.4,720,88,-9,3,161789,125,1084.18
2013_1_56,2013,2,22,55.8213,15.3207,-9,30,40G5,55,95,5.1,2704,340,-9,4.4,720,88,-9,3,161789,130,2168.36
2013_1_56,2013,2,22,55.8213,15.3207,-9,30,40G5,55,95,5.1,2704,340,-9,4.4,720,88,-9,3,161789,135,1228.74
2013_1_56,2013,2,22,55.8213,15.3207,-9,30,40G5,55,95,5.1,2704,340,-9,4.4,720,88,-9,3,161789,140,1011.9
2013_1_56,2013,2,22,55.8213,15.3207,-9,30,40G5,55,95,5.1,2704,340,-9,4.4,720,88,-9,3,161789,145,216.84
2013_1_56,2013,2,22,55.8213,15.3207,-9,30,40G5,55,95,5.1,2704,340,-9,4.4,720,88,-9,3,161789,150,72.28
2014_1_106,2014,2,14,55.8047,17.682,-9,30,40G7,57,75,3.7,2759,330,-9,4.4,720,89,-9,3,161789,85,1527.54
2014_1_106,2014,2,14,55.8047,17.682,-9,30,40G7,57,75,3.7,2759,330,-9,4.4,720,89,-9,3,161789,90,1805.27
2014_1_106,2014,2,14,55.8047,17.682,-9,30,40G7,57,75,3.7,2759,330,-9,4.4,720,89,-9,3,161789,95,416.6
2014_1_106,2014,2,14,55.8047,17.682,-9,30,40G7,57,75,3.7,2759,330,-9,4.4,720,89,-9,3,161789,100,416.6
2014_1_106,2014,2,14,55.8047,17.682,-9,30,40G7,57,75,3.7,2759,330,-9,4.4,720,89,-9,3,161789,105,138.87
2014_1_106,2014,2,14,55.8047,17.682,-9,30,40G7,57,75,3.7,2759,330,-9,4.4,720,89,-9,3,161789,110,3055.07
2014_1_106,2014,2,14,55.8047,17.682,-9,30,40G7,57,75,3.7,2759,330,-9,4.4,720,89,-9,3,161789,115,4721.47
2014_1_106,2014,2,14,55.8047,17.682,-9,30,40G7,57,75,3.7,2759,330,-9,4.4,720,89,-9,3,161789,120,4860.34
2014_1_106,2014,2,14,55.8047,17.682,-9,30,40G7,57,75,3.7,2759,330,-9,4.4,720,89,-9,3,161789,125,3610.54
2014_1_106,2014,2,14,55.8047,17.682,-9,30,40G7,57,75,3.7,2759,330,-9,4.4,720,89,-9,3,161789,130,5554.67
2014_1_106,2014,2,14,55.8047,17.682,-9,30,40G7,57,75,3.7,2759,330,-9,4.4,720,89,-9,3,161789,135,3055.07
2014_1_106,2014,2,14,55.8047,17.682,-9,30,40G7,57,75,3.7,2759,330,-9,4.4,720,89,-9,3,161789,140,555.47
2014_1_106,2014,2,14,55.8047,17.682,-9,30,40G7,57,75,3.7,2759,330,-9,4.4,720,89,-9,3,161789,145,138.87
2014_1_106,2014,2,14,55.8047,17.682,-9,30,40G7,57,75,3.7,2759,330,-9,4.4,720,89,-9,3,161789,150,138.87
2012_1_5,2012,2,18,56.1637,18.337,-9,30,41G8,74,95,4.5,2759,420,-9,4,590,79,-9,3,161789,70,269
2012_1_5,2012,2,18,56.1637,18.337,-9,30,41G8,74,95,4.5,2759,420,-9,4,590,79,-9,3,161789,75,807
2012_1_5,2012,2,18,56.1637,18.337,-9,30,41G8,74,95,4.5,2759,420,-9,4,590,79,-9,3,161789,80,1748.5
2012_1_5,2012,2,18,56.1637,18.337,-9,30,41G8,74,95,4.5,2759,420,-9,4,590,79,-9,3,161789,85,1883
2012_1_5,2012,2,18,56.1637,18.337,-9,30,41G8,74,95,4.5,2759,420,-9,4,590,79,-9,3,161789,90,941.5
2012_1_5,2012,2,18,56.1637,18.337,-9,30,41G8,74,95,4.5,2759,420,-9,4,590,79,-9,3,161789,95,538
2012_1_5,2012,2,18,56.1637,18.337,-9,30,41G8,74,95,4.5,2759,420,-9,4,590,79,-9,3,161789,100,134.5
2012_1_5,2012,2,18,56.1637,18.337,-9,30,41G8,74,95,4.5,2759,420,-9,4,590,79,-9,3,161789,105,941.5
2012_1_5,2012,2,18,56.1637,18.337,-9,30,41G8,74,95,4.5,2759,420,-9,4,590,79,-9,3,161789,110,2286.5
2012_1_5,2012,2,18,56.1637,18.337,-9,30,41G8,74,95,4.5,2759,420,-9,4,590,79,-9,3,161789,115,3900.5
2012_1_5,2012,2,18,56.1637,18.337,-9,30,41G8,74,95,4.5,2759,420,-9,4,590,79,-9,3,161789,120,6456
2012_1_5,2012,2,18,56.1637,18.337,-9,30,41G8,74,95,4.5,2759,420,-9,4,590,79,-9,3,161789,125,4169.5
2012_1_5,2012,2,18,56.1637,18.337,-9,30,41G8,74,95,4.5,2759,420,-9,4,590,79,-9,3,161789,130,1748.5
2012_1_5,2012,2,18,56.1637,18.337,-9,30,41G8,74,95,4.5,2759,420,-9,4,590,79,-9,3,161789,135,672.5
2012_1_5,2012,2,18,56.1637,18.337,-9,30,41G8,74,95,4.5,2759,420,-9,4,590,79,-9,3,161789,140,134.5
2013_1_57,2013,2,23,56.4535,16.7797,-9,30,41G6,61,95,4.9,2871,370,-9,4.4,720,89,-9,3,161789,90,18.33
2013_1_57,2013,2,23,56.4535,16.7797,-9,30,41G6,61,95,4.9,2871,370,-9,4.4,720,89,-9,3,161789,115,18.33
2013_1_57,2013,2,23,56.4535,16.7797,-9,30,41G6,61,95,4.9,2871,370,-9,4.4,720,89,-9,3,161789,130,18.33
2013_1_57,2013,2,23,56.4535,16.7797,-9,30,41G6,61,95,4.9,2871,370,-9,4.4,720,89,-9,3,161789,135,18.33
2014_1_107,2014,2,14,55.8662,17.6677,-9,30,40G7,60,75,4.4,2834,364,-9,4.4,720,90,-9,3.1,161789,85,155.02
2014_1_107,2014,2,14,55.8662,17.6677,-9,30,40G7,60,75,4.4,2834,364,-9,4.4,720,90,-9,3.1,161789,90,487.19
2014_1_107,2014,2,14,55.8662,17.6677,-9,30,40G7,60,75,4.4,2834,364,-9,4.4,720,90,-9,3.1,161789,95,221.45
2014_1_107,2014,2,14,55.8662,17.6677,-9,30,40G7,60,75,4.4,2834,364,-9,4.4,720,90,-9,3.1,161789,100,22.15
2014_1_107,2014,2,14,55.8662,17.6677,-9,30,40G7,60,75,4.4,2834,364,-9,4.4,720,90,-9,3.1,161789,105,66.44
2014_1_107,2014,2,14,55.8662,17.6677,-9,30,40G7,60,75,4.4,2834,364,-9,4.4,720,90,-9,3.1,161789,110,310.03
2014_1_107,2014,2,14,55.8662,17.6677,-9,30,40G7,60,75,4.4,2834,364,-9,4.4,720,90,-9,3.1,161789,115,442.9
2014_1_107,2014,2,14,55.8662,17.6677,-9,30,40G7,60,75,4.4,2834,364,-9,4.4,720,90,-9,3.1,161789,120,376.47
2014_1_107,2014,2,14,55.8662,17.6677,-9,30,40G7,60,75,4.4,2834,364,-9,4.4,720,90,-9,3.1,161789,125,465.05
2014_1_107,2014,2,14,55.8662,17.6677,-9,30,40G7,60,75,4.4,2834,364,-9,4.4,720,90,-9,3.1,161789,130,664.36
2014_1_107,2014,2,14,55.8662,17.6677,-9,30,40G7,60,75,4.4,2834,364,-9,4.4,720,90,-9,3.1,161789,135,243.6
2014_1_107,2014,2,14,55.8662,17.6677,-9,30,40G7,60,75,4.4,2834,364,-9,4.4,720,90,-9,3.1,161789,140,155.02
2014_1_107,2014,2,14,55.8662,17.6677,-9,30,40G7,60,75,4.4,2834,364,-9,4.4,720,90,-9,3.1,161789,145,66.44
2014_1_108,2014,2,14,56.0807,17.7727,-9,30,41G7,64,75,4.7,2852,382,-9,4.4,720,82,-9,3.1,161789,85,21.13
2014_1_108,2014,2,14,56.0807,17.7727,-9,30,41G7,64,75,4.7,2852,382,-9,4.4,720,82,-9,3.1,161789,90,31.69
2014_1_108,2014,2,14,56.0807,17.7727,-9,30,41G7,64,75,4.7,2852,382,-9,4.4,720,82,-9,3.1,161789,95,10.56
2014_1_108,2014,2,14,56.0807,17.7727,-9,30,41G7,64,75,4.7,2852,382,-9,4.4,720,82,-9,3.1,161789,110,31.69
2014_1_108,2014,2,14,56.0807,17.7727,-9,30,41G7,64,75,4.7,2852,382,-9,4.4,720,82,-9,3.1,161789,115,63.38
2014_1_108,2014,2,14,56.0807,17.7727,-9,30,41G7,64,75,4.7,2852,382,-9,4.4,720,82,-9,3.1,161789,120,73.94
2014_1_108,2014,2,14,56.0807,17.7727,-9,30,41G7,64,75,4.7,2852,382,-9,4.4,720,82,-9,3.1,161789,125,126.76
2014_1_108,2014,2,14,56.0807,17.7727,-9,30,41G7,64,75,4.7,2852,382,-9,4.4,720,82,-9,3.1,161789,130,147.88
2014_1_108,2014,2,14,56.0807,17.7727,-9,30,41G7,64,75,4.7,2852,382,-9,4.4,720,82,-9,3.1,161789,135,158.45
2014_1_108,2014,2,14,56.0807,17.7727,-9,30,41G7,64,75,4.7,2852,382,-9,4.4,720,82,-9,3.1,161789,140,84.5
2014_1_108,2014,2,14,56.0807,17.7727,-9,30,41G7,64,75,4.7,2852,382,-9,4.4,720,82,-9,3.1,161789,145,10.56
2012_1_6,2012,2,18,56.2543,18.4818,-9,30,41G8,71,95,5,2722,420,-9,4,590,75,-9,3,161789,110,61.09
2012_1_6,2012,2,18,56.2543,18.4818,-9,30,41G8,71,95,5,2722,420,-9,4,590,75,-9,3,161789,115,244.36
2012_1_6,2012,2,18,56.2543,18.4818,-9,30,41G8,71,95,5,2722,420,-9,4,590,75,-9,3,161789,120,488.73
2012_1_6,2012,2,18,56.2543,18.4818,-9,30,41G8,71,95,5,2722,420,-9,4,590,75,-9,3,161789,125,427.64
2012_1_6,2012,2,18,56.2543,18.4818,-9,30,41G8,71,95,5,2722,420,-9,4,590,75,-9,3,161789,130,61.09
2012_1_6,2012,2,18,56.2543,18.4818,-9,30,41G8,71,95,5,2722,420,-9,4,590,75,-9,3,161789,135,183.27
2013_1_58,2013,2,23,56.566,16.915,-9,30,42G6,73,95,4.9,2741,400,-9,4.4,720,86,-9,3,161789,75,95.29
2013_1_58,2013,2,23,56.566,16.915,-9,30,42G6,73,95,4.9,2741,400,-9,4.4,720,86,-9,3,161789,80,476.47
2013_1_58,2013,2,23,56.566,16.915,-9,30,42G6,73,95,4.9,2741,400,-9,4.4,720,86,-9,3,161789,85,428.82
2013_1_58,2013,2,23,56.566,16.915,-9,30,42G6,73,95,4.9,2741,400,-9,4.4,720,86,-9,3,161789,90,95.29
2013_1_58,2013,2,23,56.566,16.915,-9,30,42G6,73,95,4.9,2741,400,-9,4.4,720,86,-9,3,161789,95,95.29
2013_1_58,2013,2,23,56.566,16.915,-9,30,42G6,73,95,4.9,2741,400,-9,4.4,720,86,-9,3,161789,105,47.65
2013_1_58,2013,2,23,56.566,16.915,-9,30,42G6,73,95,4.9,2741,400,-9,4.4,720,86,-9,3,161789,110,333.53
2013_1_58,2013,2,23,56.566,16.915,-9,30,42G6,73,95,4.9,2741,400,-9,4.4,720,86,-9,3,161789,115,571.76
2013_1_58,2013,2,23,56.566,16.915,-9,30,42G6,73,95,4.9,2741,400,-9,4.4,720,86,-9,3,161789,120,857.65
2013_1_58,2013,2,23,56.566,16.915,-9,30,42G6,73,95,4.9,2741,400,-9,4.4,720,86,-9,3,161789,125,1191.18
2013_1_58,2013,2,23,56.566,16.915,-9,30,42G6,73,95,4.9,2741,400,-9,4.4,720,86,-9,3,161789,130,2239.41
2013_1_58,2013,2,23,56.566,16.915,-9,30,42G6,73,95,4.9,2741,400,-9,4.4,720,86,-9,3,161789,135,1858.24
2013_1_58,2013,2,23,56.566,16.915,-9,30,42G6,73,95,4.9,2741,400,-9,4.4,720,86,-9,3,161789,140,762.35
2013_1_58,2013,2,23,56.566,16.915,-9,30,42G6,73,95,4.9,2741,400,-9,4.4,720,86,-9,3,161789,145,190.59
2014_1_109,2014,2,14,56.124,17.6533,-9,30,41G7,56,75,5.2,2834,333,-9,4.4,720,79,-9,3.1,161789,80,30.15
2014_1_109,2014,2,14,56.124,17.6533,-9,30,41G7,56,75,5.2,2834,333,-9,4.4,720,79,-9,3.1,161789,85,60.3
2014_1_109,2014,2,14,56.124,17.6533,-9,30,41G7,56,75,5.2,2834,333,-9,4.4,720,79,-9,3.1,161789,90,150.75
2014_1_109,2014,2,14,56.124,17.6533,-9,30,41G7,56,75,5.2,2834,333,-9,4.4,720,79,-9,3.1,161789,95,30.15
2014_1_109,2014,2,14,56.124,17.6533,-9,30,41G7,56,75,5.2,2834,333,-9,4.4,720,79,-9,3.1,161789,110,60.3
2014_1_109,2014,2,14,56.124,17.6533,-9,30,41G7,56,75,5.2,2834,333,-9,4.4,720,79,-9,3.1,161789,115,60.3
2014_1_109,2014,2,14,56.124,17.6533,-9,30,41G7,56,75,5.2,2834,333,-9,4.4,720,79,-9,3.1,161789,120,241.19
2014_1_109,2014,2,14,56.124,17.6533,-9,30,41G7,56,75,5.2,2834,333,-9,4.4,720,79,-9,3.1,161789,125,391.94
2014_1_109,2014,2,14,56.124,17.6533,-9,30,41G7,56,75,5.2,2834,333,-9,4.4,720,79,-9,3.1,161789,130,422.09
2014_1_109,2014,2,14,56.124,17.6533,-9,30,41G7,56,75,5.2,2834,333,-9,4.4,720,79,-9,3.1,161789,135,211.04
2014_1_109,2014,2,14,56.124,17.6533,-9,30,41G7,56,75,5.2,2834,333,-9,4.4,720,79,-9,3.1,161789,140,271.34
2014_1_109,2014,2,14,56.124,17.6533,-9,30,41G7,56,75,5.2,2834,333,-9,4.4,720,79,-9,3.1,161789,145,90.45
2012_1_7,2012,2,18,56.3472,18.4867,-9,30,41G8,52,95,5.9,2778,340,-9,4,590,66,-9,3,161789,75,11.67
2012_1_7,2012,2,18,56.3472,18.4867,-9,30,41G8,52,95,5.9,2778,340,-9,4,590,66,-9,3,161789,80,11.67
2012_1_7,2012,2,18,56.3472,18.4867,-9,30,41G8,52,95,5.9,2778,340,-9,4,590,66,-9,3,161789,110,11.67
2013_1_59,2013,2,23,56.5687,16.8523,-9,30,42G6,63,95,4.9,2759,370,-9,4.4,720,90,-9,3,161789,85,20
2013_1_59,2013,2,23,56.5687,16.8523,-9,30,42G6,63,95,4.9,2759,370,-9,4.4,720,90,-9,3,161789,125,60
2014_1_110,2014,2,14,56.1492,17.7437,-9,30,41G7,52,75,5.4,2834,325,-9,4.4,720,77,-9,3.1,161789,95,52.2
2014_1_110,2014,2,14,56.1492,17.7437,-9,30,41G7,52,75,5.4,2834,325,-9,4.4,720,77,-9,3.1,161789,115,52.2
2014_1_110,2014,2,14,56.1492,17.7437,-9,30,41G7,52,75,5.4,2834,325,-9,4.4,720,77,-9,3.1,161789,120,52.2
2014_1_110,2014,2,14,56.1492,17.7437,-9,30,41G7,52,75,5.4,2834,325,-9,4.4,720,77,-9,3.1,161789,125,52.2
2014_1_110,2014,2,14,56.1492,17.7437,-9,30,41G7,52,75,5.4,2834,325,-9,4.4,720,77,-9,3.1,161789,135,156.59
2012_1_9,2012,2,18,56.3715,18.4643,-9,30,41G8,36,95,5.6,2704,260,-9,4,590,61,-9,3,NA,NA,NA
2013_1_60,2013,2,23,56.725,16.9928,-9,30,42G6,66,95,4.9,2741,370,-9,4.4,720,90,-9,3,161789,75,143.75
2013_1_60,2013,2,23,56.725,16.9928,-9,30,42G6,66,95,4.9,2741,370,-9,4.4,720,90,-9,3,161789,80,239.58
2013_1_60,2013,2,23,56.725,16.9928,-9,30,42G6,66,95,4.9,2741,370,-9,4.4,720,90,-9,3,161789,85,383.33
2013_1_60,2013,2,23,56.725,16.9928,-9,30,42G6,66,95,4.9,2741,370,-9,4.4,720,90,-9,3,161789,90,47.92
2013_1_60,2013,2,23,56.725,16.9928,-9,30,42G6,66,95,4.9,2741,370,-9,4.4,720,90,-9,3,161789,105,47.92
2013_1_60,2013,2,23,56.725,16.9928,-9,30,42G6,66,95,4.9,2741,370,-9,4.4,720,90,-9,3,161789,120,143.75
2013_1_60,2013,2,23,56.725,16.9928,-9,30,42G6,66,95,4.9,2741,370,-9,4.4,720,90,-9,3,161789,125,143.75
2013_1_60,2013,2,23,56.725,16.9928,-9,30,42G6,66,95,4.9,2741,370,-9,4.4,720,90,-9,3,161789,130,191.67
2013_1_60,2013,2,23,56.725,16.9928,-9,30,42G6,66,95,4.9,2741,370,-9,4.4,720,90,-9,3,161789,140,47.92
2013_1_60,2013,2,23,56.725,16.9928,-9,30,42G6,66,95,4.9,2741,370,-9,4.4,720,90,-9,3,161789,145,95.83
2013_1_61,2013,2,24,57.3815,16.8892,-9,30,43G6,44,95,5.3,2704,290,-9,4.4,720,80,-9,3,161789,80,79.2
2013_1_61,2013,2,24,57.3815,16.8892,-9,30,43G6,44,95,5.3,2704,290,-9,4.4,720,80,-9,3,161789,85,158.4
2013_1_61,2013,2,24,57.3815,16.8892,-9,30,43G6,44,95,5.3,2704,290,-9,4.4,720,80,-9,3,161789,90,158.4
2013_1_61,2013,2,24,57.3815,16.8892,-9,30,43G6,44,95,5.3,2704,290,-9,4.4,720,80,-9,3,161789,95,79.2
2013_1_61,2013,2,24,57.3815,16.8892,-9,30,43G6,44,95,5.3,2704,290,-9,4.4,720,80,-9,3,161789,110,79.2
2013_1_61,2013,2,24,57.3815,16.8892,-9,30,43G6,44,95,5.3,2704,290,-9,4.4,720,80,-9,3,161789,115,158.4
2013_1_61,2013,2,24,57.3815,16.8892,-9,30,43G6,44,95,5.3,2704,290,-9,4.4,720,80,-9,3,161789,120,158.4
2013_1_61,2013,2,24,57.3815,16.8892,-9,30,43G6,44,95,5.3,2704,290,-9,4.4,720,80,-9,3,161789,125,396
2013_1_61,2013,2,24,57.3815,16.8892,-9,30,43G6,44,95,5.3,2704,290,-9,4.4,720,80,-9,3,161789,130,237.6
2013_1_61,2013,2,24,57.3815,16.8892,-9,30,43G6,44,95,5.3,2704,290,-9,4.4,720,80,-9,3,161789,135,158.4
2012_1_11,2012,2,19,56.3335,18.4198,-9,30,41G8,41,95,5.3,2722,290,-9,4,590,67,-9,2.9,161789,80,2
2012_1_11,2012,2,19,56.3335,18.4198,-9,30,41G8,41,95,5.3,2722,290,-9,4,590,67,-9,2.9,161789,90,2
2012_1_11,2012,2,19,56.3335,18.4198,-9,30,41G8,41,95,5.3,2722,290,-9,4,590,67,-9,2.9,161789,135,2
2014_1_112,2014,2,15,58.076,19.4382,-9,30,45G9,75,75,4.1,2889,414,-9,4.4,720,79,-9,3.1,161789,80,2179.76
